class_id,img_height,img_width,bbox_y,bbox_x,bbox_h,bbox_w,norm_img_height,norm_img_width,norm_bbox_y,norm_bbox_x,norm_bbox_w,norm_bbox_h
49,708,775,273,448,266,325,1,1,0.3855932203,0.5780645161,0.4193548387,0.3757062147
35,650,569,59,231,258,257,1,1,0.09076923077,0.4059753954,0.4516695958,0.3969230769
18,465,928,165,466,258,51,1,1,0.3548387097,0.5021551724,0.05495689655,0.5548387097
65,428,945,132,450,299,63,1,1,0.308411215,0.4761904762,0.06666666667,0.6985981308
9,729,451,130,167,57,362,1,1,0.1783264746,0.3702882483,0.8026607539,0.07818930041
25,633,999,316,451,275,82,1,1,0.4992101106,0.4514514515,0.08208208208,0.4344391785
24,797,897,334,363,254,296,1,1,0.4190715182,0.4046822742,0.3299888517,0.3186951066
38,645,836,300,249,293,52,1,1,0.4651162791,0.29784689,0.06220095694,0.4542635659
7,494,470,66,89,53,383,1,1,0.1336032389,0.1893617021,0.814893617,0.1072874494
8,304,422,136,145,214,122,1,1,0.4473684211,0.3436018957,0.2890995261,0.7039473684
42,674,858,332,127,348,162,1,1,0.4925816024,0.148018648,0.1888111888,0.5163204748
24,626,641,313,3,304,153,1,1,0.5,0.004680187207,0.2386895476,0.4856230032
29,458,782,83,365,94,80,1,1,0.1812227074,0.4667519182,0.1023017903,0.2052401747
4,1018,392,396,122,170,347,1,1,0.3889980354,0.3112244898,0.8852040816,0.1669941061
23,247,1088,81,494,201,122,1,1,0.3279352227,0.4540441176,0.1121323529,0.8137651822
23,405,638,162,253,186,89,1,1,0.4,0.3965517241,0.1394984326,0.4592592593
62,420,972,100,279,380,261,1,1,0.2380952381,0.287037037,0.2685185185,0.9047619048
55,957,576,342,373,74,371,1,1,0.3573667712,0.6475694444,0.6440972222,0.07732497388
26,877,681,325,127,323,307,1,1,0.3705815279,0.1864904552,0.4508076358,0.3683010262
45,1108,949,429,459,216,359,1,1,0.3871841155,0.4836670179,0.3782929399,0.1949458484
25,678,897,41,470,235,335,1,1,0.0604719764,0.5239687848,0.3734671126,0.3466076696
32,556,542,413,144,123,64,1,1,0.7428057554,0.2656826568,0.1180811808,0.2212230216
54,852,793,480,342,51,318,1,1,0.5633802817,0.4312736444,0.4010088272,0.05985915493
21,786,325,195,35,81,365,1,1,0.2480916031,0.1076923077,1.123076923,0.1030534351
34,739,712,250,123,390,231,1,1,0.3382949932,0.172752809,0.3244382022,0.5277401894
32,648,702,381,137,349,90,1,1,0.587962963,0.1951566952,0.1282051282,0.5385802469
65,852,1024,313,417,385,370,1,1,0.367370892,0.4072265625,0.361328125,0.4518779343
16,527,575,44,183,93,194,1,1,0.0834914611,0.3182608696,0.3373913043,0.1764705882
33,599,657,136,278,188,397,1,1,0.2270450751,0.4231354642,0.604261796,0.3138564274
42,1022,987,470,463,134,194,1,1,0.4598825832,0.4690982776,0.1965552178,0.1311154599
30,636,929,105,496,279,290,1,1,0.1650943396,0.5339074273,0.3121636168,0.4386792453
60,682,669,238,283,219,179,1,1,0.348973607,0.423019432,0.2675635277,0.3211143695
28,504,759,45,348,215,108,1,1,0.08928571429,0.4584980237,0.1422924901,0.4265873016
78,673,684,425,183,287,181,1,1,0.6315007429,0.2675438596,0.264619883,0.426448737
26,511,867,186,179,316,107,1,1,0.3639921722,0.2064590542,0.1234140715,0.6183953033
8,1147,762,500,194,387,298,1,1,0.4359197908,0.2545931759,0.3910761155,0.337401918
14,926,850,325,279,279,400,1,1,0.3509719222,0.3282352941,0.4705882353,0.3012958963
60,633,623,23,212,125,300,1,1,0.03633491311,0.3402889246,0.481540931,0.1974723539
65,473,792,195,362,175,181,1,1,0.4122621564,0.4570707071,0.2285353535,0.3699788584
63,719,625,81,238,217,394,1,1,0.1126564673,0.3808,0.6304,0.3018080668
54,568,423,151,22,135,50,1,1,0.2658450704,0.05200945626,0.1182033097,0.2376760563
24,661,395,126,76,61,390,1,1,0.1906202723,0.1924050633,0.9873417722,0.09228441755
68,647,840,199,230,374,249,1,1,0.3075734158,0.2738095238,0.2964285714,0.5780525502
2,847,879,456,247,256,231,1,1,0.5383707202,0.2810011377,0.2627986348,0.3022432113
5,663,417,220,70,85,378,1,1,0.3318250377,0.1678657074,0.9064748201,0.1282051282
27,771,860,173,500,303,343,1,1,0.224383917,0.5813953488,0.3988372093,0.3929961089
14,500,479,264,89,92,67,1,1,0.528,0.1858037578,0.139874739,0.184
60,862,667,481,71,400,52,1,1,0.5580046404,0.1064467766,0.07796101949,0.464037123
17,993,860,494,377,382,200,1,1,0.4974823766,0.438372093,0.2325581395,0.3846928499
68,884,546,410,32,391,361,1,1,0.463800905,0.05860805861,0.6611721612,0.4423076923
55,1050,807,402,351,331,333,1,1,0.3828571429,0.4349442379,0.4126394052,0.3152380952
33,596,553,319,32,208,181,1,1,0.5352348993,0.05786618445,0.3273056058,0.3489932886
22,668,746,322,305,207,91,1,1,0.4820359281,0.408847185,0.1219839142,0.3098802395
66,428,822,211,462,299,40,1,1,0.4929906542,0.5620437956,0.04866180049,0.6985981308
6,785,1167,314,485,288,139,1,1,0.4,0.4155955441,0.119108826,0.3668789809
1,499,610,205,354,170,73,1,1,0.4108216433,0.5803278689,0.1196721311,0.3406813627
44,1055,592,315,118,93,348,1,1,0.2985781991,0.1993243243,0.5878378378,0.08815165877
1,304,395,53,7,296,106,1,1,0.1743421053,0.01772151899,0.2683544304,0.9736842105
48,588,396,210,238,57,194,1,1,0.3571428571,0.601010101,0.4898989899,0.09693877551
51,798,475,366,253,88,321,1,1,0.4586466165,0.5326315789,0.6757894737,0.1102756892
18,356,683,27,127,315,87,1,1,0.07584269663,0.1859443631,0.1273792094,0.8848314607
9,276,800,19,358,348,180,1,1,0.06884057971,0.4475,0.225,1.260869565
62,348,388,9,182,152,219,1,1,0.02586206897,0.4690721649,0.5644329897,0.4367816092
49,1049,913,465,443,326,246,1,1,0.4432793136,0.4852135816,0.269441402,0.310772164
50,512,750,130,254,153,109,1,1,0.25390625,0.3386666667,0.1453333333,0.298828125
28,883,1042,205,404,306,327,1,1,0.2321630804,0.3877159309,0.3138195777,0.3465458664
67,406,698,91,357,77,267,1,1,0.224137931,0.5114613181,0.38252149,0.1896551724
45,873,590,476,438,84,312,1,1,0.5452462772,0.7423728814,0.5288135593,0.09621993127
6,856,469,410,167,40,253,1,1,0.4789719626,0.3560767591,0.539445629,0.04672897196
26,460,704,18,116,343,308,1,1,0.03913043478,0.1647727273,0.4375,0.7456521739
63,767,831,388,420,271,277,1,1,0.5058670143,0.5054151625,0.3333333333,0.3533246415
38,741,534,209,227,112,365,1,1,0.2820512821,0.425093633,0.6835205993,0.1511470985
53,629,425,122,61,284,244,1,1,0.1939586645,0.1435294118,0.5741176471,0.4515103339
20,784,708,96,338,112,320,1,1,0.1224489796,0.4774011299,0.4519774011,0.1428571429
2,950,540,441,125,272,229,1,1,0.4642105263,0.2314814815,0.4240740741,0.2863157895
14,413,1151,27,497,286,101,1,1,0.06537530266,0.4317984361,0.0877497828,0.6924939467
32,790,918,406,313,356,107,1,1,0.5139240506,0.3409586057,0.1165577342,0.4506329114
3,1019,830,500,368,219,255,1,1,0.4906771344,0.443373494,0.3072289157,0.2149165849
55,436,876,222,399,119,89,1,1,0.5091743119,0.4554794521,0.1015981735,0.2729357798
40,664,439,418,286,73,177,1,1,0.6295180723,0.6514806378,0.4031890661,0.109939759
18,580,1117,181,491,367,42,1,1,0.3120689655,0.4395702775,0.0376007162,0.6327586207
37,735,586,352,100,323,239,1,1,0.4789115646,0.1706484642,0.4078498294,0.4394557823
57,865,1053,395,487,385,324,1,1,0.4566473988,0.4624881292,0.3076923077,0.4450867052
52,792,475,136,159,161,345,1,1,0.1717171717,0.3347368421,0.7263157895,0.2032828283
55,515,444,164,80,304,148,1,1,0.3184466019,0.1801801802,0.3333333333,0.5902912621
56,530,645,292,114,189,84,1,1,0.5509433962,0.176744186,0.1302325581,0.3566037736
26,729,850,362,354,154,265,1,1,0.4965706447,0.4164705882,0.3117647059,0.2112482853
36,496,716,104,156,231,160,1,1,0.2096774194,0.217877095,0.2234636872,0.4657258065
76,1013,797,399,368,139,221,1,1,0.3938795656,0.4617314931,0.2772898369,0.1372161895
48,752,1130,414,492,383,187,1,1,0.5505319149,0.4353982301,0.1654867257,0.5093085106
6,525,389,411,31,314,49,1,1,0.7828571429,0.07969151671,0.1259640103,0.5980952381
8,235,237,17,32,133,178,1,1,0.07234042553,0.135021097,0.7510548523,0.5659574468
45,1196,656,417,36,232,389,1,1,0.3486622074,0.05487804878,0.5929878049,0.1939799331
11,927,894,348,338,156,341,1,1,0.3754045307,0.3780760626,0.3814317673,0.1682847896
69,568,474,421,54,192,88,1,1,0.7411971831,0.1139240506,0.1856540084,0.338028169
63,902,556,403,27,142,154,1,1,0.4467849224,0.04856115108,0.2769784173,0.1574279379
76,1103,708,453,434,220,310,1,1,0.4106980961,0.6129943503,0.4378531073,0.199456029
39,553,1024,214,411,317,229,1,1,0.3869801085,0.4013671875,0.2236328125,0.5732368897
17,431,720,90,473,75,157,1,1,0.2088167053,0.6569444444,0.2180555556,0.1740139211
2,1028,558,419,156,344,231,1,1,0.4075875486,0.2795698925,0.4139784946,0.3346303502
59,776,540,393,359,78,266,1,1,0.506443299,0.6648148148,0.4925925926,0.1005154639
37,907,1013,450,428,237,249,1,1,0.4961411246,0.4225074038,0.245804541,0.2613009923
20,935,535,380,113,132,313,1,1,0.4064171123,0.2112149533,0.585046729,0.1411764706
50,804,749,227,291,279,198,1,1,0.2823383085,0.388518024,0.26435247,0.3470149254
18,670,899,452,357,234,161,1,1,0.6746268657,0.3971078977,0.1790878754,0.3492537313
79,520,733,372,146,367,87,1,1,0.7153846154,0.1991814461,0.1186903138,0.7057692308
65,713,583,334,408,120,305,1,1,0.4684431978,0.6998284734,0.5231560892,0.1683029453
71,597,672,151,71,386,132,1,1,0.2529313233,0.1056547619,0.1964285714,0.6465661642
13,987,652,393,246,101,204,1,1,0.3981762918,0.3773006135,0.3128834356,0.1023302938
69,1017,947,371,484,105,259,1,1,0.3647984267,0.5110876452,0.2734952482,0.1032448378
11,681,633,235,80,154,87,1,1,0.3450807636,0.1263823065,0.1374407583,0.2261380323
28,228,365,98,22,293,54,1,1,0.4298245614,0.0602739726,0.1479452055,1.285087719
31,719,1044,426,480,396,135,1,1,0.5924895688,0.4597701149,0.1293103448,0.5507649513
59,741,735,305,478,211,289,1,1,0.4116059379,0.6503401361,0.3931972789,0.2847503374
18,451,833,59,395,262,290,1,1,0.1308203991,0.4741896759,0.3481392557,0.5809312639
47,959,561,415,11,323,381,1,1,0.43274244,0.01960784314,0.679144385,0.3368091762
64,622,1016,275,479,332,179,1,1,0.4421221865,0.4714566929,0.1761811024,0.5337620579
6,906,596,441,145,355,264,1,1,0.4867549669,0.2432885906,0.4429530201,0.3918322296
16,1130,718,492,429,128,273,1,1,0.4353982301,0.5974930362,0.3802228412,0.1132743363
78,808,687,404,79,264,152,1,1,0.5,0.114992722,0.2212518195,0.3267326733
41,621,900,278,207,364,52,1,1,0.4476650564,0.23,0.05777777778,0.5861513688
60,606,977,272,302,314,92,1,1,0.4488448845,0.3091095189,0.09416581372,0.5181518152
28,703,489,326,35,249,277,1,1,0.4637268848,0.07157464213,0.5664621677,0.3541963016
67,461,667,186,477,124,174,1,1,0.4034707158,0.7151424288,0.2608695652,0.2689804772
5,701,696,232,127,188,85,1,1,0.3309557775,0.1824712644,0.1221264368,0.2681883024
33,521,632,97,230,157,63,1,1,0.1861804223,0.3639240506,0.0996835443,0.3013435701
46,1019,708,404,184,230,355,1,1,0.3964671246,0.2598870056,0.5014124294,0.2257114818
75,757,621,418,122,331,255,1,1,0.5521796565,0.1964573269,0.4106280193,0.4372523118
10,668,274,139,37,87,300,1,1,0.2080838323,0.1350364964,1.094890511,0.130239521
5,1058,279,489,127,74,264,1,1,0.4621928166,0.4551971326,0.9462365591,0.06994328922
47,906,628,320,363,51,201,1,1,0.353200883,0.5780254777,0.3200636943,0.05629139073
28,392,387,132,77,151,169,1,1,0.3367346939,0.1989664083,0.4366925065,0.3852040816
71,901,734,364,456,135,290,1,1,0.4039955605,0.621253406,0.3950953678,0.1498335183
64,497,549,137,81,364,87,1,1,0.2756539235,0.1475409836,0.1584699454,0.7323943662
61,1190,366,497,41,177,307,1,1,0.4176470588,0.1120218579,0.8387978142,0.1487394958
78,455,354,94,18,290,207,1,1,0.2065934066,0.05084745763,0.5847457627,0.6373626374
36,764,957,189,392,251,301,1,1,0.247382199,0.4096133751,0.3145245559,0.3285340314
59,422,732,85,424,176,94,1,1,0.2014218009,0.5792349727,0.1284153005,0.4170616114
4,591,838,330,441,195,46,1,1,0.5583756345,0.5262529833,0.05489260143,0.3299492386
54,420,828,57,123,385,147,1,1,0.1357142857,0.1485507246,0.1775362319,0.9166666667
62,414,782,167,234,150,176,1,1,0.4033816425,0.2992327366,0.2250639386,0.3623188406
13,932,950,482,176,393,103,1,1,0.517167382,0.1852631579,0.1084210526,0.4216738197
13,473,855,31,471,315,194,1,1,0.06553911205,0.550877193,0.2269005848,0.665961945
37,745,541,233,166,138,313,1,1,0.3127516779,0.3068391867,0.5785582255,0.1852348993
39,285,957,130,498,357,92,1,1,0.4561403509,0.5203761755,0.09613375131,1.252631579
63,796,1040,304,395,388,147,1,1,0.3819095477,0.3798076923,0.1413461538,0.4874371859
49,1054,814,395,242,398,298,1,1,0.3747628083,0.2972972973,0.3660933661,0.3776091082
0,591,359,90,117,119,367,1,1,0.152284264,0.3259052925,1.022284123,0.2013536379
45,639,989,199,297,309,72,1,1,0.3114241002,0.3003033367,0.0728008089,0.4835680751
79,868,645,424,138,373,243,1,1,0.4884792627,0.2139534884,0.376744186,0.4297235023
12,288,825,185,411,357,57,1,1,0.6423611111,0.4981818182,0.06909090909,1.239583333
0,453,887,253,453,103,131,1,1,0.5584988962,0.5107102593,0.1476888388,0.2273730684
41,899,507,127,236,185,393,1,1,0.1412680756,0.4654832347,0.775147929,0.2057842047
11,914,1034,439,423,391,310,1,1,0.4803063457,0.4090909091,0.2998065764,0.4277899344
38,981,964,495,476,259,127,1,1,0.504587156,0.4937759336,0.1317427386,0.2640163099
13,865,911,394,377,319,379,1,1,0.4554913295,0.413830955,0.4160263447,0.3687861272
39,566,717,286,302,224,219,1,1,0.5053003534,0.4211994421,0.3054393305,0.3957597173
0,588,1148,434,440,318,78,1,1,0.7380952381,0.3832752613,0.06794425087,0.5408163265
32,829,929,371,292,285,221,1,1,0.4475271411,0.3143164693,0.2378902045,0.343787696
45,952,737,442,145,214,262,1,1,0.4642857143,0.196743555,0.355495251,0.224789916
17,803,938,168,449,301,244,1,1,0.2092154421,0.4786780384,0.2601279318,0.3748443337
32,648,183,175,11,132,127,1,1,0.2700617284,0.06010928962,0.693989071,0.2037037037
45,806,425,256,150,75,342,1,1,0.317617866,0.3529411765,0.8047058824,0.09305210918
66,838,477,321,177,96,290,1,1,0.3830548926,0.3710691824,0.607966457,0.1145584726
2,852,740,284,252,314,209,1,1,0.3333333333,0.3405405405,0.2824324324,0.3685446009
29,729,608,223,204,67,265,1,1,0.3058984911,0.3355263158,0.4358552632,0.09190672154
65,575,639,217,259,85,107,1,1,0.3773913043,0.4053208138,0.1674491393,0.147826087
14,623,791,160,163,313,319,1,1,0.2568218299,0.206068268,0.4032869785,0.5024077047
26,947,807,385,364,339,399,1,1,0.4065469905,0.4510532838,0.4944237918,0.3579725449
21,329,722,97,209,213,192,1,1,0.2948328267,0.2894736842,0.2659279778,0.6474164134
45,565,888,247,311,317,195,1,1,0.4371681416,0.3502252252,0.2195945946,0.5610619469
36,360,913,72,421,125,230,1,1,0.2,0.4611171961,0.2519167579,0.3472222222
33,641,687,23,13,377,274,1,1,0.03588143526,0.01892285298,0.3988355167,0.5881435257
55,662,615,406,146,216,147,1,1,0.6132930514,0.237398374,0.2390243902,0.3262839879
19,682,379,369,59,141,164,1,1,0.5410557185,0.1556728232,0.4327176781,0.206744868
76,574,973,122,290,378,374,1,1,0.212543554,0.2980472765,0.3843782117,0.6585365854
50,525,868,43,403,278,175,1,1,0.0819047619,0.4642857143,0.2016129032,0.5295238095
54,798,338,237,98,104,206,1,1,0.2969924812,0.2899408284,0.6094674556,0.1303258145
57,790,743,107,496,169,318,1,1,0.135443038,0.66756393,0.4279946164,0.2139240506
47,473,886,29,440,327,321,1,1,0.06131078224,0.4966139955,0.3623024831,0.6913319239
68,702,284,169,138,62,135,1,1,0.2407407407,0.485915493,0.4753521127,0.08831908832
62,903,787,206,298,383,347,1,1,0.2281284607,0.3786531131,0.4409148666,0.4241417497
68,590,522,399,226,220,141,1,1,0.6762711864,0.4329501916,0.2701149425,0.3728813559
20,1091,449,474,17,66,319,1,1,0.4344637947,0.03786191537,0.710467706,0.06049495875
57,263,833,11,258,375,115,1,1,0.04182509506,0.3097238896,0.1380552221,1.425855513
5,624,686,207,81,279,245,1,1,0.3317307692,0.1180758017,0.3571428571,0.4471153846
46,1012,694,338,77,347,326,1,1,0.3339920949,0.1109510086,0.469740634,0.3428853755
47,616,639,50,208,117,304,1,1,0.08116883117,0.3255086072,0.475743349,0.1899350649
76,638,864,403,449,146,186,1,1,0.631661442,0.5196759259,0.2152777778,0.2288401254
5,717,863,294,315,290,298,1,1,0.410041841,0.3650057937,0.3453070684,0.4044630404
75,732,630,227,285,137,312,1,1,0.3101092896,0.4523809524,0.4952380952,0.1871584699
76,581,681,46,337,67,297,1,1,0.07917383821,0.4948604993,0.436123348,0.1153184165
56,386,728,144,264,108,144,1,1,0.3730569948,0.3626373626,0.1978021978,0.2797927461
46,706,615,45,305,86,294,1,1,0.06373937677,0.4959349593,0.4780487805,0.1218130312
25,840,925,238,298,320,292,1,1,0.2833333333,0.3221621622,0.3156756757,0.380952381
62,720,906,170,324,266,242,1,1,0.2361111111,0.357615894,0.2671081678,0.3694444444
56,650,938,401,481,361,201,1,1,0.6169230769,0.512793177,0.2142857143,0.5553846154
75,874,648,452,254,156,286,1,1,0.5171624714,0.3919753086,0.4413580247,0.1784897025
35,469,803,95,350,200,113,1,1,0.2025586354,0.4358655044,0.1407222914,0.4264392324
11,531,922,257,412,371,64,1,1,0.483992467,0.4468546638,0.0694143167,0.6986817326
78,741,540,144,204,252,325,1,1,0.1943319838,0.3777777778,0.6018518519,0.3400809717
49,184,507,36,190,199,82,1,1,0.1956521739,0.3747534517,0.1617357002,1.081521739
25,542,841,76,420,367,239,1,1,0.1402214022,0.4994054697,0.2841854935,0.6771217712
53,797,693,235,266,79,187,1,1,0.2948557089,0.3838383838,0.2698412698,0.0991217064
15,544,785,256,468,88,154,1,1,0.4705882353,0.5961783439,0.1961783439,0.1617647059
39,942,1047,409,384,292,330,1,1,0.4341825902,0.3667621777,0.3151862464,0.3099787686
24,823,640,238,85,386,288,1,1,0.2891859052,0.1328125,0.45,0.4690157959
77,785,472,281,209,41,262,1,1,0.3579617834,0.4427966102,0.5550847458,0.05222929936
45,503,845,99,309,360,231,1,1,0.1968190855,0.3656804734,0.2733727811,0.7157057654
45,719,414,416,166,153,236,1,1,0.578581363,0.4009661836,0.5700483092,0.2127955494
11,543,629,212,34,239,166,1,1,0.3904235727,0.05405405405,0.2639109698,0.4401473297
62,759,593,167,63,293,400,1,1,0.2200263505,0.1062394604,0.6745362563,0.3860342556
59,714,914,81,212,361,323,1,1,0.1134453782,0.2319474836,0.3533916849,0.5056022409
46,537,643,287,154,209,191,1,1,0.5344506518,0.2395023328,0.2970451011,0.3891992551
73,524,431,46,161,141,279,1,1,0.08778625954,0.373549884,0.6473317865,0.2690839695
21,848,811,219,260,260,384,1,1,0.258254717,0.3205918619,0.4734895191,0.3066037736
60,377,948,1,362,238,246,1,1,0.002652519894,0.3818565401,0.2594936709,0.6312997347
23,691,1033,463,337,382,107,1,1,0.6700434153,0.3262342691,0.1035818006,0.5528219971
6,560,837,29,213,330,340,1,1,0.05178571429,0.2544802867,0.4062126643,0.5892857143
10,615,477,132,111,161,205,1,1,0.2146341463,0.2327044025,0.429769392,0.2617886179
19,376,703,181,294,322,40,1,1,0.4813829787,0.4182076814,0.05689900427,0.8563829787
72,727,585,255,129,168,268,1,1,0.3507565337,0.2205128205,0.4581196581,0.2310866575
59,838,636,130,415,87,388,1,1,0.1551312649,0.6525157233,0.6100628931,0.1038186158
11,738,775,133,382,268,222,1,1,0.1802168022,0.4929032258,0.2864516129,0.3631436314
79,723,676,197,406,62,262,1,1,0.2724757953,0.600591716,0.3875739645,0.0857538036
59,791,668,129,407,165,317,1,1,0.1630847029,0.6092814371,0.4745508982,0.208596713
76,601,535,134,284,198,244,1,1,0.2229617304,0.5308411215,0.4560747664,0.3294509151
37,429,809,56,27,394,129,1,1,0.1305361305,0.03337453646,0.1594561187,0.9184149184
75,860,593,287,190,118,367,1,1,0.3337209302,0.3204047218,0.6188870152,0.1372093023
55,476,816,72,289,259,277,1,1,0.1512605042,0.3541666667,0.3394607843,0.5441176471
5,918,602,310,113,144,275,1,1,0.3376906318,0.1877076412,0.4568106312,0.1568627451
57,746,475,430,288,51,93,1,1,0.5764075067,0.6063157895,0.1957894737,0.06836461126
17,729,702,314,208,323,355,1,1,0.4307270233,0.2962962963,0.5056980057,0.4430727023
79,753,863,472,354,330,162,1,1,0.6268260292,0.4101969873,0.1877172654,0.438247012
66,769,699,425,181,166,41,1,1,0.5526657997,0.2589413448,0.05865522175,0.2158647594
60,289,538,32,36,257,167,1,1,0.1107266436,0.06691449814,0.3104089219,0.8892733564
63,752,525,488,27,304,147,1,1,0.6489361702,0.05142857143,0.28,0.4042553191
16,1014,720,381,223,123,304,1,1,0.375739645,0.3097222222,0.4222222222,0.1213017751
59,577,828,189,262,205,242,1,1,0.3275563258,0.3164251208,0.2922705314,0.3552859619
66,588,503,199,161,302,343,1,1,0.3384353741,0.3200795229,0.6819085487,0.5136054422
20,685,1026,378,250,383,166,1,1,0.5518248175,0.2436647173,0.1617933723,0.5591240876
22,779,931,278,447,163,254,1,1,0.3568677792,0.4801288937,0.2728249194,0.2092426187
50,544,1013,249,388,295,247,1,1,0.4577205882,0.3830207305,0.2438302073,0.5422794118
54,703,437,279,21,286,103,1,1,0.3968705548,0.04805491991,0.2356979405,0.4068278805
11,707,620,100,277,167,270,1,1,0.1414427157,0.4467741935,0.435483871,0.2362093352
7,647,919,172,387,363,279,1,1,0.2658423493,0.4211099021,0.3035908596,0.5610510046
71,632,439,112,111,237,300,1,1,0.1772151899,0.2528473804,0.6833712984,0.375
14,755,765,259,371,332,288,1,1,0.3430463576,0.4849673203,0.3764705882,0.4397350993
63,1127,616,418,117,280,312,1,1,0.3708961846,0.1899350649,0.5064935065,0.248447205
0,863,770,405,305,76,357,1,1,0.4692931634,0.3961038961,0.4636363636,0.08806488992
16,146,493,0,174,123,46,1,1,0,0.3529411765,0.09330628803,0.8424657534
66,872,921,479,492,207,310,1,1,0.5493119266,0.5342019544,0.3365906623,0.2373853211
47,1129,1139,375,358,399,372,1,1,0.3321523472,0.3143107989,0.3266022827,0.3534100974
24,260,840,35,191,258,79,1,1,0.1346153846,0.2273809524,0.09404761905,0.9923076923
21,619,690,387,67,353,43,1,1,0.6252019386,0.09710144928,0.06231884058,0.5702746365
28,682,595,250,148,169,144,1,1,0.366568915,0.2487394958,0.2420168067,0.2478005865
3,433,1116,3,343,399,200,1,1,0.006928406467,0.3073476703,0.1792114695,0.92147806
62,973,926,478,376,374,107,1,1,0.4912641316,0.4060475162,0.1155507559,0.3843782117
5,528,766,116,405,126,217,1,1,0.2196969697,0.5287206266,0.2832898172,0.2386363636
12,639,793,382,330,96,120,1,1,0.5978090767,0.4161412358,0.1513240858,0.1502347418
0,359,551,4,235,70,88,1,1,0.01114206128,0.4264972777,0.1597096189,0.1949860724
8,762,705,368,352,242,104,1,1,0.4829396325,0.4992907801,0.1475177305,0.3175853018
53,789,472,333,386,41,268,1,1,0.4220532319,0.8177966102,0.5677966102,0.05196451204
49,695,526,279,173,104,179,1,1,0.4014388489,0.3288973384,0.3403041825,0.1496402878
21,671,602,281,304,210,91,1,1,0.4187779434,0.5049833887,0.1511627907,0.3129657228
74,724,690,204,278,270,303,1,1,0.2817679558,0.4028985507,0.4391304348,0.3729281768
60,265,675,75,359,180,112,1,1,0.2830188679,0.5318518519,0.1659259259,0.679245283
68,887,793,265,346,285,309,1,1,0.2987598647,0.4363177806,0.3896595208,0.321307779
15,375,639,105,203,354,104,1,1,0.28,0.3176838811,0.1627543036,0.944
34,1020,522,398,7,335,392,1,1,0.3901960784,0.01340996169,0.7509578544,0.3284313725
38,809,649,288,121,208,183,1,1,0.3559950556,0.186440678,0.281972265,0.2571075402
43,688,388,218,114,143,74,1,1,0.3168604651,0.293814433,0.1907216495,0.2078488372
54,498,1000,192,475,286,152,1,1,0.3855421687,0.475,0.152,0.5742971888
77,608,741,212,118,325,43,1,1,0.3486842105,0.1592442645,0.05802968961,0.5345394737
66,612,394,124,97,135,236,1,1,0.2026143791,0.2461928934,0.5989847716,0.2205882353
28,740,717,380,241,339,105,1,1,0.5135135135,0.3361227336,0.1464435146,0.4581081081
53,869,653,386,190,112,140,1,1,0.4441887227,0.2909647779,0.2143950995,0.1288837745
47,922,671,459,283,260,98,1,1,0.4978308026,0.4217585693,0.1460506706,0.2819956616
40,827,978,383,463,157,334,1,1,0.4631197098,0.4734151329,0.3415132924,0.1898428053
64,773,909,395,335,393,132,1,1,0.510996119,0.3685368537,0.1452145215,0.5084087969
31,745,901,197,405,289,191,1,1,0.2644295302,0.4495005549,0.2119866815,0.3879194631
16,656,1173,414,498,348,172,1,1,0.631097561,0.4245524297,0.1466325661,0.5304878049
66,410,549,60,62,123,52,1,1,0.1463414634,0.1129326047,0.09471766849,0.3
48,494,872,223,245,337,143,1,1,0.451417004,0.2809633028,0.1639908257,0.6821862348
41,734,399,402,50,277,113,1,1,0.5476839237,0.1253132832,0.2832080201,0.3773841962
9,497,615,112,80,215,274,1,1,0.2253521127,0.1300813008,0.4455284553,0.4325955734
25,1073,491,466,169,197,207,1,1,0.4342963653,0.3441955193,0.4215885947,0.1835973905
44,478,752,31,60,303,292,1,1,0.06485355649,0.07978723404,0.3882978723,0.6338912134
30,713,1058,439,458,207,229,1,1,0.6157082749,0.4328922495,0.2164461248,0.2903225806
13,664,315,52,58,96,213,1,1,0.07831325301,0.1841269841,0.6761904762,0.1445783133
47,522,582,69,198,115,225,1,1,0.132183908,0.3402061856,0.3865979381,0.2203065134
48,351,860,25,309,276,156,1,1,0.07122507123,0.3593023256,0.1813953488,0.7863247863
28,989,826,397,402,171,360,1,1,0.4014155713,0.4866828087,0.4358353511,0.1729019211
6,795,1084,304,495,270,399,1,1,0.3823899371,0.4566420664,0.3680811808,0.3396226415
8,471,1258,230,481,394,120,1,1,0.4883227176,0.3823529412,0.09538950715,0.8365180467
43,1029,850,438,459,164,199,1,1,0.4256559767,0.54,0.2341176471,0.1593780369
64,905,809,407,434,272,353,1,1,0.4497237569,0.5364647713,0.4363411619,0.3005524862
59,621,728,184,28,398,156,1,1,0.2962962963,0.03846153846,0.2142857143,0.6409017713
70,634,264,180,25,134,180,1,1,0.2839116719,0.0946969697,0.6818181818,0.2113564669
54,417,816,35,338,299,99,1,1,0.08393285372,0.4142156863,0.1213235294,0.7170263789
58,600,823,341,232,340,124,1,1,0.5683333333,0.2818955043,0.1506682868,0.5666666667
37,778,837,401,391,53,96,1,1,0.5154241645,0.4671445639,0.1146953405,0.06812339332
42,393,892,192,495,194,140,1,1,0.4885496183,0.5549327354,0.1569506726,0.4936386768
40,179,314,36,194,61,82,1,1,0.2011173184,0.6178343949,0.2611464968,0.3407821229
74,639,525,298,365,115,193,1,1,0.4663536776,0.6952380952,0.3676190476,0.1799687011
